id,gender,age,visual_vividness,view_duration,lights,computer,emotion,hallucination_categorical,hallucination_description,emerge_time,hallucination_frequency,hallucination_intensity,hallucination_duration,consciousness_change,consciousness_description,hallucination_location,percent_missing,auditory_strength,gustatory_strength,haptic_strength,interoceptive_strength,olfactory_strength,visual_strength,foot_strength,hand_strength,head_strength,mouth_strength,torso_strength,perceptual_strength,action_strength,sensorimotor_strength,visual_vividness_z,description_length,visual_vividness_cat,visual_vividness_cat_reordered,visual_vividness_cat_reordered_codes,visual_vividness_cat_codes,visual_vividness_bicat
1850,Prefer not to say,23,8,Less than 10min.,No,Mobile phone,"Enjoyable, didn't want it to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['navy', 'blue', 'also', 'shape', 'stuff']",1-2 minutes,Eh,Eh,Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.0,0.7701582388,0.2568627451999999,1.3176848984,0.5736498106,0.4152046782,3.4153869969999997,0.737142857,1.3853216376000002,2.5446950712,0.9804761904,0.7804761904,3.4153869969999997,2.5669172934000004,3.5931647747999995,0.9272073166352024,5,typical_imagery,typical_imagery,0,2,typical_imagery
1851,Male,19,2,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Occational faces, some real some fictional","['black', 'instead', 'seemed', 'flashing', 'blue', 'red', 'color', 'transition', 'seemed', 'change', 'occationally', 'instead', 'instantaneous', 'transition', 'focused', 'single', 'point', 'sometimes', 'see', 'tube', 'spiral', 'tear', 'also', 'seemed', 'common', 'staring', 'second', 'piece', 'face', 'started', 'appearing', 'seemed', 'like', 'real', 'people', 'none', 'recognized', 'fictional', 'character', 'like', 'homer', 'simpson', 'mario']",They began to emerge immediately,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,Lost a sense of time,I found myself unable to conjure mental images consciously. It was as if the screen was inhibiting my conscious imagination somehow. ,All over the screen,30.23255813953488,1.3290526765666668,0.4388607660333333,1.1007317034,1.0721169456333333,0.4962383230666666,3.2210407908333334,0.7414193105666667,1.2876165047666668,2.6695043353333334,1.2143875933333337,0.7523914799999999,3.317866187666667,2.773361199733333,3.445898421033333,-0.9806776317208588,43,aphantasia,aphantasia,1,0,aphantasia
1852,Male,27,9,Less than 10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['object', 'reminded', 'camera', 'lens', 'feather', 'road', 'map']",A few seconds,Constantly,Clear and moderately vivid,"Constant, morphing from one image to the next",Became relaxed or sleepy,,In the center,14.285714285714285,0.6163881461666666,0.1378936423333333,2.2629307785,0.3152220736666666,0.3440879383333333,4.160732323166667,0.8596491228333333,2.1004385965,2.477631579,0.6175438596666667,0.451754386,4.160732323166667,2.85,4.160732323166667,1.2451881413612125,7,typical_imagery,typical_imagery,0,2,typical_imagery
1853,Female,39,8,Didn't time it,Yes,Ipad,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['occasional', 'bar', 'orange', 'pink', 'vertical', 'horizontal', 'mostly', 'centered', 'slightly', 'center', 'also', 'sensation', 'center', 'spinning', 'looked', 'bit', 'like', 'stylized', 'flower', 'propeller', 'blinked', 'would', 'briefly', 'appear', 'totally', 'red', 'still', 'last', 'whole', 'minute', 'eye', 'started', 'feel', 'strained']",A few seconds,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,Became relaxed or sleepy,"My eyes wanted to close but I felt more relaxed than sleepy. (I did this test in the morning, fully rested.)",In the center,5.88235294117647,1.02947191171875,0.4547076630937499,1.2689780819375,1.2574152139375,0.5329326708750001,2.9619930949687507,1.15274555821875,1.5801092520625,2.6533893420000005,1.1686369598750002,1.1401571829062498,3.2263288730937503,2.7909771010312503,3.49576286728125,0.9272073166352024,34,typical_imagery,typical_imagery,0,2,typical_imagery
1854,Male,70,7,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['one', 'image', 'left', 'hand', 'side', 'strip', 'right', 'like', 'photo', 'woman', 'blue', 'suit', 'leaving', 'door', 'lasted', 'second', 'also', 'image', 'light', 'source', 'blind', 'movement', 'like', 'small', 'bird', 'air', 'outside']",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Persisting several seconds,Became relaxed or sleepy,i think i almost fell asleep for a second or so,All over the screen,3.7037037037037033,1.3414658831153845,0.3558631746923076,1.5671465918076923,1.0165089554615387,0.5619454728846154,3.4391953191923075,1.3437984572692303,2.0689831195384616,2.7951159005769237,1.1964440229615383,1.2266075728846155,3.6190680780384614,3.2606017305384616,3.902261709730769,0.6092264919091922,27,typical_imagery,typical_imagery,0,2,typical_imagery
1855,Female,61,8,Less than 10min.,No,Mobile phone,No feeling about it one way or the other,No,"['flashing', 'may', 'tiny', 'shape', 'first', 'went', 'away']",Nothing but  flashing red,,,,"No change, fully alert in the here and now",,,0.0,0.834283953,0.1735147807142857,1.2821959964285714,0.8775472667142857,0.3184500077142856,3.545049546857143,0.9362822638571427,1.3220779219999998,1.9758378631428573,0.6479591837142857,0.8518970585714286,3.545049546857143,2.0329807202857144,3.545049546857143,0.9272073166352024,7,typical_imagery,typical_imagery,0,2,typical_imagery
1856,Female,19,2,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['pattern', 'circle', 'line', 'swirl', 'sometimes', 'could', 'see', 'shade', 'blue', 'green', 'pattern']",A few seconds,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.0,0.8732323233636364,0.0937142321818182,0.7307893171818182,0.6347593582727273,0.0631234949090909,3.67999656,0.6134824582727272,1.0808630309999998,2.750649574090909,0.7038398135454546,0.5470639610909092,3.731689964636363,2.770851594272727,3.7760030647272727,-0.9806776317208588,11,aphantasia,aphantasia,1,0,aphantasia
1857,Female,53,10,Less than 10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Complex objects (e.g., animals, faces, buildings)","['people', 'waiting', 'loose', 'group', 'child', 'holding', 'mother', 'hand', 'like', 'lobby', 'train', 'station', 'waiting', 'area', 'flower', 'geometric', 'shape', 'morphing', 'random', 'dot', 'making', 'geometric', 'morphing', 'shape', 'jupiter', 'greek', 'statuary', 'gave', 'way', 'series', 'fly', 'face', 'like', 'approaching', 'people', 'smaller', 'angle', 'swooping', 'face', 'like', 'drawing', 'others', 'real', 'face', 'anyone', 'know', 'seen', 'predominant', 'color', 'red', 'green', 'blue', 'white', 'flashing', 'made', 'visible', 'like', 'old', 'movie', 'reel', 'like', 'room', 'strobe', 'light']",They began to emerge immediately,Constantly,"Very vivid, almost real, or popping out of the screen","Persisting several seconds, Constant, morphing from one image to the next","Felt transported to another place, Lost a sense of time, Lost a sense of space","I don't have language to describe it, but I will try. I was still me. I moved around the hallucinations as if I  were a free agent and could look around at will, too, as things caught my attention. The hallucinations were both utterly random also affected by my thoughts. For example, the planet Jupiter emerged from stripes that caught my eye, then began rotation and revolutions and when I thought of the name ""Jupiter"" it morphed into Roman statuary, then a garden with statues. I could walk and look around before the next change. It was akin to dreaming: random imagery being taken up and given bits of story to make sense of it, then the story influencing the visuals. The sounds were the same, random sounds became echoes of voices and footsteps reverberating against marble and tile and tile as those sounds and thoughts emerged and strengthened their impressions. Then I was in the waiting room of something like the train station with all that visual and auditory type imagery. ",All over the screen,9.375,1.310331221948276,0.3768858045517241,1.5430808248103447,1.080483582689655,0.6052418015,3.716011799086207,0.9066658228448276,1.6881533289827582,2.9210788049999996,1.2087548570000002,0.913291937,3.890343419258619,3.160875855086207,4.021222448534481,1.5631689660872228,64,hyperphantasia,hyperphantasia,3,3,hyperphantasia
1858,Female,30,6,10min.,No,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","['perfect', 'pattern', 'whole', 'flower', 'blooming', 'building', 'also', 'felt', 'like', 'moving', 'foward', 'fast', 'speed', 'different', 'color']",1-2 minutes,Constantly,Clear and moderately vivid,1-2 seconds,Became relaxed or sleepy,I felt dazed out,In the periphery,13.333333333333334,1.2482376909230768,0.4592418687692308,1.771743895384615,1.4303885963846157,0.8551540483846153,3.244168776692308,1.6279214726923077,2.088131319769231,2.694731460076923,1.3272472703076923,1.2789988008461537,3.5297545359999996,3.15163032523077,3.715210257153846,0.2912456671831819,15,typical_imagery,typical_imagery,0,2,typical_imagery
1859,Female,,7,10min.,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Complex objects (e.g., animals, faces, buildings)","['pink', 'green', 'chrysanthemum']",A few seconds,Constantly,Clear and moderately vivid,"Constant, morphing from one image to the next","Became relaxed or sleepy, Lost a sense of time",It really didn't feel like ten minutes had passed. I thought it had glitched and had only been going on for a minute or two.,In the center,0.0,0.1754385966666666,0.052631579,0.6594427243333333,0.1754385966666666,0.894736842,4.399380805,0.2916900093333333,1.144957983,2.8816526610000004,0.7530345473333334,0.2411297853333333,4.399380805,2.8816526610000004,4.399380805,0.6092264919091922,3,typical_imagery,typical_imagery,0,2,typical_imagery
1860,Male,35,8,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","['pink', 'heart', 'giant', 'letter', 'g', 'white', 'machine', 'gun', 'forrest', 'giant', 'wheel', 'turning']",A few seconds,Constantly,Clear and moderately vivid,Persisting several seconds,Felt transported to another place,it was like turning off all other senses and floating away in an imagenary world,All over the screen,16.666666666666664,1.5110676815,0.1262224802,1.5301896284,0.7427287580999999,0.2903938768999999,4.0396800827,0.8442982454999999,1.8933667501,2.4251921468999997,0.527894737,1.1513241435999997,4.1841245271,2.815271512,4.1841245271,0.9272073166352024,12,typical_imagery,typical_imagery,0,2,typical_imagery
1861,Male,42,8,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['pinwheel', 'tunnel', 'center']",5-7 minutes,Infrequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,,"In the center, All over the screen",0.0,0.8387635756666666,0.0898078526666666,1.26106934,0.386382623,0.179197995,3.7807017543333337,1.047368421,1.55,1.9114035086666668,0.354385965,0.6763157893333335,3.7807017543333337,1.994736842,3.7807017543333337,0.9272073166352024,3,typical_imagery,typical_imagery,0,2,typical_imagery
1862,Male,24,4,Less than 10min.,No,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['pipe', 'going', 'pattern', 'middle']",They began to emerge immediately,Infrequently,Clear and moderately vivid,Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.0,1.31613777075,0.2335526315,1.412229102,0.6584365324999999,0.3791795665,3.380495356,1.1658963582500002,1.69506302525,2.0848739495,0.942121849,0.80192577,3.380495356,2.7158263305,3.47335249875,-0.3447159822688385,4,typical_imagery,typical_imagery,0,2,typical_imagery
1863,Male,31,7,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","['pulsating', 'geometrical', 'shape', 'object', 'constant', 'motion', 'across', 'spiral', 'galaxy', 'would', 'appear', 'briefly', 'move', 'across', 'object', 'writhe', 'across', 'coolest', 'thing', 'coalescence', 'multiple', 'shape', 'formed', 'mc', 'escher', 'like', 'scene', 'motion', 'perceived', 'shape', 'object', 'last', 'static', 'form', 'long', 'thing', 'constantly', 'moving', 'melting']",A few seconds,Constantly,Clear and moderately vivid,Persisting several seconds,Became relaxed or sleepy,Occasionally there was a distortion of the visual field - the entire screen appeared to slightly rotate or warp in the z-axis; become stretched or repositioned. It was cool.,All over the screen,15.384615384615383,1.192496720121212,0.379974853,1.7060110041818182,1.0459666233636364,0.4546458283333334,3.5084994506969696,1.4922497019090906,2.03741672030303,2.4778264832121213,1.2533502265757577,1.2484599716060605,3.5730398123030302,2.7065693624242417,3.750914368818181,0.6092264919091922,39,typical_imagery,typical_imagery,0,2,typical_imagery
1864,Male,30,5,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","['pulsing', 'geometric', 'shape', 'pattern', 'wave', 'constantly', 'moving', 'mostly', 'couple', 'time', 'green', 'blue', 'well', 'pulsing', 'pattern', 'would', 'stable', 'static', 'pulsing', 'regularly', 'second', 'morphing', 'something', 'else', 'wanted', 'pull', 'close', 'face', 'possible', 'try', 'enhance', 'effect', 'couple', 'occasion', 'visuals', 'felt', 'like', 'going', 'hyperspace', 'pattern', 'pulsing', 'way', 'reminiscent', 'hyperspace', 'special', 'effect', 'found', 'movie', 'like', 'star', 'war', 'pattern', 'seemed', 'pause', 'momentarily', 'would', 'blink', 'tried', 'avoid']",A few seconds,Frequently,,,"Felt transported to another place, Lost a sense of space","The effect wasn't incredibly strong, and it was weakened when I would notice things in my peripheral vision (I tried to get as close as possible to the screen), but I felt somewhat out of body as long as I minimized my physical movements.",,11.864406779661016,1.6152513164807694,0.3451640390576923,1.1519367682884618,1.285335617038461,0.3886383095384615,3.051388924365384,1.0161503765576922,1.501519381826923,2.6562040156346147,1.1920971509615383,0.9468700069423078,3.235269581884614,2.838160561499999,3.410552029942307,-0.0267351575428282,59,typical_imagery,typical_imagery,0,2,typical_imagery
1865,Male,37,0,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","['quickly', 'shifting', 'ripple', 'firework', 'fractal', 'complex', 'geometric', 'design', 'black', 'red', 'backdrop', 'began', 'also', 'see', 'streak', 'white', 'began', 'see', 'looked', 'like', 'red', 'fog', 'dust', 'around', 'edge', 'monitor', 'least', 'twice', 'perception', 'entire', 'changed', 'red', 'white', 'noise', 'like', 'static', 'extremely', 'disturbing', 'seemed', 'totally', 'real']",A few seconds,Constantly,"Clear, vivid, and/or bright",Brief moment or flash,"Lost a sense of space, Became anxious","I felt disassociated after a while, like the perceptual experience was independent of my body.  While disturbing I also found it fascinating, as the images I saw seemed real, extremely complex and hypnotizing.  I tried to control the psudo-halusinations and found that I could in a general sense (like turn the geometric shapes 90 degrees).  I also got a bit of a headache from it.",,14.634146341463412,1.3076363800000004,0.4431854991142857,1.0993847618857142,1.108607095114286,0.5462696929428571,3.4240399573428575,0.7888026302,1.2580412685142857,2.892287813342857,1.0649232921999998,0.7360220530857141,3.647434157142857,2.9249586208,3.814584175028571,-1.6166392811728794,41,aphantasia,aphantasia,1,0,aphantasia
